"","Domain_Meta.gage_id","Domain_Meta.station_nm","Domain_Meta.area_sqmi","Domain_Meta.HUC2","Domain_Meta.longitude","Domain_Meta.latitude","Domain_Meta.domainIDShort","Domain_Meta.domainIDLong"
"249","0214269560","KILLIAN CREEK NEAR MARIPOSA, NC",36.4,"03",-81.03,35.43416667,1859,9716
"250","02143000","HENRY FORK NEAR HENRY RIVER, NC",83.2,"03",-81.4033333,35.68444444,1420,9709
"251","02143040","JACOB FORK AT RAMSEY, NC",25.7,"03",-81.5669444,35.59055556,1421,9710
"252","021459367","BIG DUTCHMAN CREEK AT ROCK HILL, SC",16.9,"03",-81.00833889,34.9868083,1860,9708
"253","02147126","WAXHAW CREEK AT SR1103 NEAR JACKSON, NC",35.1,"03",-80.7916667,34.83694444,1418,9706
"254","02147500","ROCKY CREEK AT GREAT FALLS, SC",194,"03",-80.9198025,34.5654221,1419,9707
"255","02149000","COVE CREEK NEAR LAKE LURE, NC",79,"03",-82.1116667,35.4233333,1440,9842
"256","02152100","FIRST BROAD RIVER NEAR CASAR, NC",60.5,"03",-81.6822222,35.49305556,NA,9840
"257","02152474","FIRST BROAD RIVER AT LAWNDALE, NC",190,"03",-81.5616667,35.41527778,1439,NA
"258","02157470","MIDDLE TYGER RIVER NEAR GRAMLING, SC",34.7,"03",-82.2186111,35.03888889,1417,9705
"259","02160381","DURBIN CREEK ABOVE FOUNTAIN INN, SC",14,"03",-82.1737222,34.71678818,1861,9704
"260","021652801","NORTH RABON CREEK NEAR HICKORY TAVERN, SC",36.9,"03",-82.1383333,34.525,1862,9723
"261","02167450","LITTLE RIVER NR SILVERSTREET, SC",230,"03",-81.7631659,34.20957949,1425,9724
"262","02177000","CHATTOOGA RIVER NEAR CLAYTON, GA",207,"03",-83.305993,34.8139814,1380,9390
"263","02178400","TALLULAH RIVER NEAR CLAYTON, GA",58.4,"03",-83.530441,34.89037075,1379,9389
"264","02192500","LITTLE RIVER NEAR MT. CARMEL, SC",217,"03",-82.5006853,34.07150595,1437,9816
"265","02193340","KETTLE CREEK NEAR WASHINGTON, GA",33.9,"03",-82.857923,33.68262815,1381,9391
"266","02196000","STEVENS CREEK NEAR MODOC, SC",545,"03",-82.1817873,33.72929717,1436,9815
"267","02198100","BEAVERDAM CREEK NEAR SARDIS, GA",30.8,"03",-81.8153916,32.93765809,1427,9727
"268","02198690","EBENEZER CREEK AT SPRINGFIELD, GA",162,"03",-81.2973323,32.36574688,1472,10164
"269","02201000","WILLIAMSON SWAMP CREEK AT DAVISBORO, GA",109,"03",-82.609854,32.97570924,1863,9726
"270","02202600","BLACK CREEK NEAR BLITCHTON, GA",232,"03",-81.48816698,32.1679803,1426,9725
"271","02204130","HONEY CREEK AT GA 212, NEAR CONYERS, GA",26,"03",-84.0640805,33.57983406,1382,9395
"272","02207385","BIG HAYNES CREEK AT LENORA ROAD, NR SNELLVILLE, GA",17.3,"03",-83.99018809,33.8151073,1864,9394
"273","02208150","ALCOVY RIVER AT NEW HOPE ROAD, NEAR GRAYSON, GA",30.8,"03",-83.8879582,33.9176073,1866,9392
"274","02212600","FALLING CREEK NEAR JULIETTE, GA",72.2,"03",-83.7235104,33.0998535,1383,9396
"275","02215100","TUCSAWHATCHEE CREEK NEAR HAWKINSVILLE, GA",163,"03",-83.5016667,32.23944444,1384,9397
"276","02216180","TURNPIKE CREEK NEAR MCRAE, GA",49.2,"03",-82.9219444,31.99138889,1385,9398
"277","02217475","MIDDLE OCONEE RIVER NEAR ARCADE, GA",332,"03",-83.5633333,34.03166667,1868,8984
"278","02219000","APALACHEE RIVER NEAR BOSTWICK, GA",176,"03",-83.4740513,33.78817637,1870,8985
"279","02221525","MURDER CREEK BELOW EATONTON, GA",190,"03",-83.4812762,33.25235506,1353,8986
"280","02228500","NORTH PRONG ST. MARYS RIVER AT MONIAC, GA",160,"03",-82.2303954,30.51773125,NA,NA
"281","02231000","ST. MARYS RIVER NEAR MACCLENNY, FL",700,"03",-82.0815013,30.35884726,1464,10090
"282","02231342","FT DRUM CREEK AT SUNSHINE ST PKY NEAR FT DRUM, FL",52.6,"03",-80.7961709,27.5686473,1434,9788
"283","02235200","BLACKWATER CREEK NEAR CASSIA, FL",126,"03",-81.4897222,28.87444444,1433,9787
"284","02236500","BIG CREEK NEAR CLERMONT, FL",68,"03",-81.74007599,28.44778229,1443,10015
"285","02245500","SOUTH FORK BLACK CREEK NEAR PENNEY FARMS, FL",134,"03",-81.8520426,29.9794075,257,NA
"286","02247510","TOMOKA RIVER NEAR HOLLY HILL, FL",76.8,"03",-81.1086687,29.21748099,1871,10017
"287","02266200","WHITTENHORSE CREEK NEAR VINELAND, FL",12.4,"03",-81.6164632,28.38500749,1474,10213
"288","02266480","DAVENPORT CREEK NEAR LOUGHMAN, FL",23,"03",-81.5909074,28.271123,1872,NA
"289","02296500","CHARLIE CREEK NEAR GARDNER FL",330,"03",-81.7964708,27.37504297,1445,10019
"290","02297155","HORSE CREEK NEAR MYAKKA HEAD FL",42,"03",-82.0234197,27.4872613,NA,NA
"291","02297310","HORSE CREEK NEAR ARCADIA FL",218,"03",-81.9884193,27.19949477,1446,10020
"292","02298123","PRAIRIE CREEK NEAR FORT OGDEN FL",233,"03",-81.7845267,27.05199986,1447,NA
"293","02298488","MYAKKA RIVER UPST FROM YOUNGS CK NR MYAKKA CITY FL",29.2,"03",-82.1386997,27.4292084,NA,NA
"294","02298554","MYAKKA RIVER NEAR MYAKKA CITY FL",NA,"03",-82.1492555,27.3661553,NA,NA
"295","02298608","MYAKKA RIVER AT MYAKKA CITY FL",125,"03",-82.1567556,27.3436562,1450,10024
"296","02299472","BIG SLOUGH AT WEST PRICE BLVD NEAR NORTH PORT FL",85.7,"03",-82.2203333,27.06933333,1874,10025
"297","02299950","MANATEE RIVER NEAR MYAKKA HEAD FL",65.3,"03",-82.211201,27.47365137,1454,10029
"298","02300033","BRADEN RIV AT LAKEWOOD RANCH NR LORRAINE FL",25.61,"03",-82.4261111,27.42055556,1875,10030
"299","02300700","BULLFROG CREEK NEAR WIMAUMA FL",29.1,"03",-82.3520369,27.79197208,1456,10033
"300","02301990","HILLSBOROUGH R AB CRYSTAL SPR NEAR ZEPHYRHILLS FL",82,"03",-82.1841667,28.18555556,1455,10031
"301","02303350","TROUT CREEK NEAR SULPHUR SPRINGS FL",23,"03",-82.3619444,28.1347222,1877,10503
"302","02303420","CYPRESS CREEK AT WORTHINGTON GARDENS FL",117,"03",-82.4022222,28.1872222,1878,10502
"303","02307359","BROOKER CREEK NEAR TARPON SPRINGS FL",30,"03",-82.6873219,28.09612675,1879,NA
"304","02310525","WEEKI WACHEE RIVER NEAR BROOKSVILLE FL",NA,"03",-82.5823215,28.51888454,1880,10034
"305","02310947","WITHLACOOCHEE RIVER NEAR CUMPRESSCO, FL",280,"03",-82.05591468,28.31195156,NA,NA
"306","02312200","LITTLE WITHLACOOCHEE RIVER AT RERDELL, FL",145,"03",-82.155363,28.57277286,NA,NA
"307","02312500","WITHLACOOCHEE RIVER AT CROOM, FL",810,"03",-82.222032,28.5927714,NA,NA
"308","02312600","WITHLACOOCHEE RIVER NEAR FLORAL CITY, FL",995,"03",-82.2200892,28.74359973,1882,10036
"309","02314500","SUWANNEE RIVER AT US 441, AT FARGO, GA",1130,"03",-82.5605556,30.68055556,NA,NA
"310","02315500","SUWANNEE RIVER AT WHITE SPRINGS, FLA.",2430,"03",-82.7381826,30.3257812,1480,10505
"311","02320700","SANTA FE RIVER NEAR GRAHAM, FLA.",94.9,"03",-82.2195493,29.84635394,NA,NA
"312","02321000","NEW RIVER NR LAKE BUTLER FLA",191,"03",-82.2739992,29.9982954,NA,NA
"313","02321500","SANTA FE RIVER AT WORTHINGTON SPRINGS, FLA.",575,"03",-82.4262246,29.9219073,NA,NA
"314","02322700","ICHETUCKNEE R @ HWY27 NR HILDRETH, FL",213,"03",-82.7859573,29.95273288,NA,NA
"315","02322800","SANTA FE RIVER NR HILDRETH FLA",1374,"03",-82.8604033,29.91162076,1362,9078
"316","02324000","STEINHATCHEE RIVER NEAR CROSS CITY, FLA.",350,"03",-83.3215262,29.78661294,1356,9056
"317","02324400","FENHOLLOWAY RIVER NEAR FOLEY, FLA.",60,"03",-83.4718112,30.09827057,1355,9055
"318","02326000","ECONFINA RIVER NEAR PERRY, FLA.",198,"03",-83.8237679,30.17076448,1354,9054
"319","02326900","ST. MARKS RIVER NEAR NEWPORT, FLA.",535,"03",-84.1482508,30.2714311,1885,9747
"320","02327100","SOPCHOPPY RIVER NR SOPCHOPPY, FLA.",102,"03",-84.4943482,30.12936856,1428,9753
"321","02330400","NEW RIVER NEAR SUMATRA, FLA",157,"03",-84.843799,30.03881356,1359,9069
"322","02331000","CHATTAHOOCHEE RIVER NEAR LEAF, GA",150,"03",-83.6357316,34.57704154,1358,9058
"323","02335580","BIG CREEK AT GA 9, NEAR CUMMING, GA",37.4,"03",-84.2185305,34.15593045,NA,NA
"324","02335700","BIG CREEK NEAR ALPHARETTA, GA",72,"03",-84.2694444,34.05055556,1486,9063
"325","02336120","N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",34.8,"03",-84.342703,33.83149307,NA,NA
"326","02336152","SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",5.62,"03",-84.2479722,33.81044444,NA,NA
"327","02336240","S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",27.6,"03",-84.3407585,33.80288264,NA,NA
"328","02336300","PEACHTREE CREEK AT ATLANTA, GA",86.8,"03",-84.4077778,33.81944444,1489,9065
"329","02336526","PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",13.4,"03",-84.4743747,33.79427255,NA,9156
"330","02336910","SWEETWATER CR 0.05 MI US RR BRIDGE AT AUSTELL, GA",157,"03",-84.65,33.81777778,NA,NA
"331","02336968","NOSES CREEK AT POWDER SPRINGS RD,POWDER SPRINGS,GA",44.5,"03",-84.6527123,33.85927138,NA,NA
"332","02337000","SWEETWATER CREEK NEAR AUSTELL, GA",238,"03",-84.6155445,33.77660678,1492,9157
"333","02338523","HILLABAHATCHEE CREEK AT THAXTON RD, NR FRANKLIN,GA",16.8,"03",-85.2268901,33.3406717,1374,9158
"334","02339495","OSELIGEE CREEK NEAR LANETT AL",86.4,"03",-85.1963308,32.9015159,1375,9159
"335","02342850","HANNAHATCHEE CREEK AT UNION ROAD, AT UNION, GA",121,"03",-84.90576,32.15293116,1377,9171
"336","02343225","PATAULA CREEK NEAR GEORGETOWN, GA",295,"03",-84.9738155,31.81849528,1378,9172
"337","02343940","SAWHATCHEE CREEK AT CEDAR SPRINGS, GA",64.2,"03",-85.0436111,31.18083333,1369,9088
"338","02344620","SHOAL CREEK AT GA54, NEAR SHARPSBURG, GA",24.1,"03",-84.6247222,33.38916667,1891,9399
"339","02349900","TURKEY CREEK AT BYROMVILLE, GA",47.5,"03",-83.9022222,32.19555556,1386,9401
"340","02350600","KINCHAFOONEE CREEK AT PRESTON, GA",197,"03",-84.5483333,32.0525,NA,9402
"341","02350900","KINCHAFOONEE CREEK AT PINEWOOD ROAD, NR DAWSON, GA",527,"03",-84.2533333,31.76444444,1388,NA
"342","02359500","ECONFINA CREEK NEAR BENNETT, FLA.",122,"03",-85.5565932,30.3846406,1893,9079
"343","02361000","CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.",686,"03",-85.6104912,31.3429492,1363,9080
"344","02362240","LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL.",21.4,"03",-85.9582737,31.27239318,1364,9081
"345","02363000","PEA RIVER NEAR ARITON AL",498,"03",-85.7829975,31.59488716,NA,NA
"346","02364500","PEA RIVER NEAR SAMSON AL",1182,"03",-86.0993868,31.11267588,1366,9083
"347","02365470","WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL",148,"03",-85.7621545,30.8571301,1367,9084
"348","02365769","BRUCE CREEK AT SH 81 NR REDBAY, FL",82.4,"03",-85.9424358,30.6246363,1368,9086
"349","02366000","HOLMES CREEK AT VERNON, FLA.",386,"03",-85.7121531,30.62685899,1894,9085
"350","02366996","ALAQUA CREEK NEAR PLEASANT RIDGE, FL",39.1,"03",-86.1866092,30.66908,1350,8960
"351","02369800","BLACKWATER RIVER NEAR BRADLEY AL",87.7,"03",-86.7099567,31.02767985,NA,NA
"352","02370000","BLACKWATER RIVER NR BAKER, FLA.",205,"03",-86.7346786,30.8335197,1352,8969
"353","02370500","BIG COLDWATER CREEK NR MILTON, FLA.",237,"03",-86.972186,30.70852375,1895,8970
"354","02371500","CONECUH RIVER AT BRANTLEY AL",500,"03",-86.2516226,31.57349458,1371,9090
"355","02372250","PATSALIGA CREEK NEAR BRANTLEY AL",442,"03",-86.40551809,31.59627177,256,9089
"356","02373000","SEPULGA RIVER NEAR MCKENZIE AL",470,"03",-86.7869139,31.4537758,1372,9091
"357","02374500","MURDER CREEK NEAR EVERGREEN AL",176,"03",-86.9866403,31.41850006,1481,10508
"358","02374745","BURNT CORN CREEK AT STATE HWY 41 NEAR BREWTON, AL.",182,"03",-87.0871928,31.1298991,1373,9092
"359","02374950","BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD",193,"03",-87.3705353,31.12962115,1349,8958
"360","02378170","WOLF CREEK BELOW FOLEY, ALA",4.98,"03",-87.652763,30.3882541,1896,9783
"361","02387600","OOTHKALOOGA CREEK AT GA 53 SPUR, AT CALHOUN, GA",62.6,"03",-84.9652214,34.49564266,1897,9405
"362","02388975","ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA",97.3,"03",-84.0196318,34.40898469,1390,9406
"363","02390000","AMICALOLA CREEK NEAR DAWSONVILLE, GA.",89,"03",-84.2118618,34.42564847,1391,9407
"364","02390140","SETTINGDOWN CREEK NEAR BALL GROUND, GA",50.6,"03",-84.2635319,34.2931497,1898,9408
"365","02395120","TWO RUN CREEK NEAR KINGSTON, GA",33.1,"03",-84.8897222,34.24277778,1393,9410
"366","02400680","BIG WILLS CREEK AT STATE HWY 35 NR FORT PAYNE, AL",55.4,"03",-85.7671907,34.43814386,1899,10254
"367","02408540","HATCHET CREEK BELOW ROCKFORD AL",263,"03",-86.2702507,32.9167896,1479,10262
"368","02415000","HILLABEE CREEK NEAR HACKNEYVILLE AL",190,"03",-85.8780186,33.06539786,1478,10239
"369","02418760","CHEWACLA CREEK AT CHEWACLA STATE PARK NR AUBURN",45.8,"03",-85.4805044,32.5481918,1900,10225
"370","02422500","MULBERRY CREEK AT JONES AL",203,"03",-86.9035991,32.5829103,1477,10224
"371","02423400","LITTLE CAHABA RIVER NR JEFFERSON PARK, AL.",24.4,"03",-86.6141521,33.4998273,1902,10223
"372","02427250","PINE BARREN CREEK NEAR SNOW HILL, AL.",261,"03",-87.0683187,31.99625809,1473,10211
"373","02430085","RED BUD CREEK NR MOORES MILL, MS",15.7,"03",-88.2836111,34.46666667,NA,10115
"374","02430880","CUMMINGS CREEK NR FULTON, MS",19.1,"03",-88.3711111,34.30444444,1471,10116
"375","02438000","BUTTAHATCHEE RIVER BELOW HAMILTON AL",277,"03",-87.9894765,34.10621294,1469,10114
"376","02448900","BODKA CREEK NEAR GEIGER, AL.",158,"03",-88.3119761,32.80707585,NA,10113
"377","02450250","SIPSEY FORK NEAR GRAYSON AL",92.1,"03",-87.3989084,34.28537757,1466,10110
"378","02450825","CLEAR C AT NEW HOPE CHURCH NR POPLAR SPRINGS, AL.",101,"03",-87.422793,34.08121506,1467,10111
"379","02453000","BLACKWATER CREEK NEAR MANCHESTER AL",181,"03",-87.2569514,33.90843985,1903,10112
"380","02455980","TURKEY CREEK AT SEWAGE PLANT NEAR PINSON AL",27.4,"03",-86.6961013,33.71121273,1904,10108
"381","02457595","FIVEMILE CREEK NEAR REPUBLIC, AL",51.9,"03",-86.8680483,33.5970492,1905,10109
"382","02464000","NORTH RIVER NEAR SAMANTHA AL",223,"03",-87.5972297,33.47928058,1462,10088
"383","02464360","BINION CREEK BELOW GIN CREEK NEAR SAMANTHA AL",57.2,"03",-87.6425091,33.42483704,NA,10086
"384","02465493","ELLIOTTS CREEK AT MOUNDVILLE AL",32.3,"03",-87.6222295,32.99734636,1459,10085
"385","02467500","SUCARNOOCHEE RIVER AT LIVINGSTON AL",607,"03",-88.1933589,32.57374714,1465,10107
"386","02469800","SATILPA CREEK NEAR COFFEEVILLE AL",164,"03",-88.0225066,31.7443247,1476,10221
"387","02470072","BASSETT CREEK AT US HIGHWAY 43 NR THOMASVILLE, AL.",10.5,"03",-87.7472247,31.86404249,1475,10220
"388","02472000","LEAF RIVER NR COLLINS, MS",743,"03",-89.4069444,31.70694444,560,10082
"389","02472500","BOUIE CREEK NR HATTIESBURG, MS",304,"03",-89.4147222,31.42583333,562,10084
"390","02472850","OKATOMA CREEK AT SANFORD, MS",257,"03",-89.4333333,31.48916667,561,10083
"391","02479155","CYPRESS CREEK NR JANICE, MS",52.6,"03",-89.0166667,31.02527778,558,10080
"392","02479300","RED CREEK AT VESTRY, MS",441,"03",-88.7811111,30.7361111,559,10081
"393","02479560","ESCATAWPA RIVER NEAR AGRICOLA MS",562,"03",-88.4586274,30.8118552,557,10078
"394","02479945","BIG CREEK AT COUNTY RD 63 NEAR WILMER, AL.",31.48,"03",-88.3338988,30.85601968,556,10076
"395","02481000","BILOXI RIVER AT WORTHAM, MS",96.2,"03",-89.1219444,30.5586111,NA,10074
"396","02481510","WOLF RIVER NR LANDON, MS",308,"03",-89.2744444,30.4836111,555,10075
"397","02481880","PEARL RIVER AT BURNSIDE, MS",520,"03",-89.0977778,32.84138889,NA,NA
"398","02483500","PEARL RIVER NR LENA, MS",1981,"03",-89.6461111,32.6672222,553,9985
"399","03010655","Oswayo Creek at Shinglehouse, PA",98.7,"05",-78.1980662,41.96173237,1229,9672
"400","03011800","Kinzua Creek near Guffey, PA",38.8,"05",-78.71863999,41.76645099,1230,9673
"401","03015500","Brokenstraw Creek at Youngsville, PA",321,"05",-79.3172708,41.8525587,1231,9674
"402","03021350","French Creek near Wattsburg, PA",92,"05",-79.7825507,42.015332,1232,9677
"403","03028000","West Branch Clarion River at Wilcox, PA",63,"05",-78.69224919,41.57533955,1222,9434
"404","03042000","Blacklick Creek at Josephine, PA",193,"05",-79.1867009,40.4770127,1908,9265
"405","03049000","Buffalo Creek near Freeport, PA",137,"05",-79.6999167,40.71644444,1244,9790
"406","03050000","TYGART VALLEY RIVER NEAR DAILEY, WV",185,"05",-79.8817342,38.809275,1217,9224
"407","03052000","MIDDLE FORK RIVER AT AUDRA, WV",148,"05",-80.0681352,39.03954454,1909,9223
"408","03052500","SAND RUN NEAR BUCKHANNON, WV",14.3,"05",-80.1525806,38.96398938,1910,NA
"409","03065000","DRY FORK AT HENDRICKS, WV",349,"05",-79.6228373,39.07232928,NA,NA
"410","03065400","BLACKWATER RIVER NEAR DAVIS, WV",54.7,"05",-79.4197715,39.14010775,NA,NA
"411","03066000","BLACKWATER RIVER AT DAVIS, WV",85.9,"05",-79.4683852,39.1270524,NA,NA
"412","03068800","SHAVERS FORK BELOW BOWDEN, WV",151,"05",-79.770342,38.91316335,NA,NA
"413","03069500","CHEAT RIVER NEAR PARSONS, WV",722,"05",-79.68117409,39.1228835,1210,9193
"414","03070500","BIG SANDY CREEK AT ROCKVILLE, WV",200,"05",-79.7045556,39.62175,1206,9189
"415","03075905","CHERRY CREEK AT STATE PARK ROAD NEAR MCHENRY, MD",13.1,"05",-79.3157778,39.538,1213,9196
"416","03076600","BEAR CREEK AT FRIENDSVILLE, MD",48.9,"05",-79.3941111,39.65613889,1214,9197
"417","03078000","CASSELMAN RIVER AT GRANTSVILLE, MD",62.5,"05",-79.13638889,39.70219444,1212,9195
"418","03093000","Eagle Creek at Phalanx Station OH",97.6,"05",-80.9542569,41.26116735,1911,NA
"419","03110830","KINGS CREEK AT WEIRTON, WV",48.9,"05",-80.5925723,40.4356229,1912,9198
"420","03114500","MIDDLE ISLAND CREEK AT LITTLE, WV",458,"05",-80.9970537,39.4750762,1258,NA
"421","03115400","Little Muskingum River at Bloomfield OH",210,"05",-81.2037236,39.5631294,1257,9969
"422","03121850","Huff Run at Mineral City OH",12.3,"05",-81.3590012,40.59728465,1272,NA
"423","03140000","Mill Creek near Coshocton OH",27.2,"05",-81.8623563,40.36284598,1255,NA
"424","03144000","Wakatomika Creek near Frazeysburg OH",140,"05",-82.1479201,40.1325682,1253,9965
"425","03149500","Salt Creek near Chandlersville OH",75.7,"05",-81.8604105,39.9086814,1254,9966
"426","03151400","LITTLE KANAWHA RIVER NR WILDCAT, WV",112,"05",-80.5253667,38.7434337,1913,10133
"427","03158200","Monday Creek at Doanville OH",114,"05",-82.1915365,39.43534835,1256,9968
"428","03159540","Shade River near Chester OH",156,"05",-81.8818024,39.06368935,1273,10134
"429","03161000","SOUTH FORK NEW RIVER NEAR JEFFERSON, NC",205,"05",-81.4069444,36.3933333,NA,NA
"430","03164000","NEW RIVER NEAR GALAX, VA",1141,"05",-80.978969,36.6473497,1225,9437
"431","03165000","CHESTNUT CREEK AT GALAX, VA",39.4,"05",-80.9192444,36.6459613,1224,9436
"432","03170000","LITTLE RIVER AT GRAYSONTOWN, VA",309,"05",-80.5567239,37.03762635,1223,9435
"433","03173000","WALKER CREEK AT BANE, VA",299,"05",-80.7095125,37.26817845,1227,NA
"434","03175500","WOLF CREEK NEAR NARROWS, VA",223,"05",-80.8497993,37.30567654,1914,9439
"435","03177710","BLUESTONE RIVER AT FALLS MILLS, VA",44.3,"05",-81.3048227,37.27150554,1915,9441
"436","03180500","GREENBRIER RIVER AT DURBIN, WV",133,"05",-79.833115,38.54372659,NA,NA
"437","03182500","GREENBRIER RIVER AT BUCKEYE, WV",540,"05",-80.1306225,38.18595326,1249,9848
"438","03186500","WILLIAMS RIVER AT DYER, WV",128,"05",-80.4839737,38.37899915,1218,9245
"439","03187500","CRANBERRY RIVER NEAR RICHWOOD, WV",80.4,"05",-80.5264749,38.2953903,1219,9246
"440","03198350","CLEAR FORK AT WHITESVILLE, WV",62.8,"05",-81.524278,37.9662186,NA,NA
"441","03198500","BIG COAL RIVER AT ASHFORD, WV",391,"05",-81.7115106,38.1798222,NA,9443
"442","03200500","COAL RIVER AT TORNADO, WV",862,"05",-81.841518,38.33898309,1917,NA
"443","03201405","HURRICANE CREEK AT HURRICANE, WV",26.8,"05",-82.0068032,38.4453673,1918,10128
"444","03201902","Raccoon Creek near Bolins Mills OH",205,"05",-82.2858333,39.23055556,1204,9165
"445","03202400","GUYANDOTTE RIVER NEAR BAILEYSVILLE, WV",306,"05",-81.6451096,37.60400034,1919,9445
"446","03206600","EAST FORK TWELVEPOLE CREEK NEAR DUNLOW, WV",37.9,"05",-82.3059722,38.0118333,1920,NA
"447","03207800","LEVISA FORK AT BIG ROCK, VA",297,"05",-82.1956935,37.35371995,1921,8988
"448","03208950","CRANES NEST RIVER NEAR CLINTWOOD, VA",66.5,"05",-82.4387614,37.1239952,1922,8989
"449","03210000","JOHNS CREEK NEAR META, KY",56.3,"05",-82.45792659,37.5670444,1196,NA
"450","03212750","TUG FORK DOWNSTREAM OF ELKHORN CREEK AT WELCH, WV",174,"05",-81.5998295,37.44122439,NA,NA
"451","03212980","DRY FORK AT BEARTOWN, WV",209,"05",-81.8026142,37.39538968,NA,NA
"452","03213500","PANTHER CREEK NEAR PANTHER, WV",31,"05",-81.8711111,37.44555556,NA,NA
"453","03213700","TUG FORK AT WILLIAMSON, WV",936,"05",-82.2801408,37.67315699,1190,8954
"454","03228750","Alum Creek near Kilbourne OH",64.9,"05",-82.9215704,40.35672806,1220,9292
"455","03237280","Upper Twin Creek at McGaw OH",12.2,"05",-83.21573648,38.64368745,1200,9053
"456","03237500","Ohio Brush Creek near West Union OH",387,"05",-83.4210226,38.8036838,1199,9052
"457","03241500","Massies Creek at Wilberforce OH",63.2,"05",-83.8823056,39.72238889,1216,9205
"458","03248300","LICKING RIVER BELOW MASON FORK NR SALYERSVILLE, KY",107,"05",-83.0579478,37.73064817,1926,9073
"459","03251200","NORTH FORK LICKING RIVER NEAR MT OLIVET, KY",226,"05",-84.0202056,38.5947955,1202,9071
"460","03252300","HINKSTON CREEK NEAR CARLISLE, KY",154,"05",-84.05514979,38.2474368,1201,9068
"461","03254550","BANKLICK CREEK @ HIGHWAY 1829 NR ERLANGER, KY",30,"05",-84.5416667,38.98055556,1927,9070
"462","03271300","Holes Creek near Kettering OH",18.7,"05",-84.1957722,39.6542259,1930,9201
"463","03272700","Sevenmile Creek at Camden OH",69,"05",-84.6443964,39.6292196,1215,NA
"464","03277075","GUNPOWDER CR AT CAMP ERNST RD NR UNION, KY",36.6,"05",-84.7161111,38.99416667,1931,9169
"465","03277130","MUD LICK CR AT HWY 42 NR BEAVERLICK, KY",36.4,"05",-84.72077969,38.8450635,1932,9170
"466","03277300","NORTH FORK KENTUCKY RIVER AT WHITESBURG, KY",66.4,"05",-82.82460429,37.11759849,1933,NA
"467","03280700","CUTSHIN CREEK AT WOOTON, KY",61.3,"05",-83.3079564,37.1650931,1191,NA
"468","03281100","GOOSE CREEK AT MANCHESTER, KY",163,"05",-83.7601974,37.15203405,NA,NA
"469","03281500","SOUTH FORK KENTUCKY RIVER AT BOONEVILLE, KY",722,"05",-83.6751923,37.47981018,1192,8962
"470","03282040","STURGEON CREEK AT CRESSMONT, KY",77.3,"05",-83.8101979,37.5006422,1195,NA
"471","03282500","RED RIVER NEAR HAZEL GREEN, KY",65.8,"05",-83.4637953,37.8123083,1194,8973
"472","03285000","DIX RIVER NEAR DANVILLE, KY",318,"05",-84.6607768,37.6420234,NA,9048
"473","03291780","INDIAN-KENTUCK CREEK NEAR CANAAN, IN",27.5,"05",-85.2571788,38.8781136,1235,9735
"474","03292474","GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY",6,"05",-85.606072,38.2759036,1934,9737
"475","03300400","BEECH FORK AT MAUD, KY",436,"05",-85.2960686,37.83283985,1240,9746
"476","03302680","WEST FORK BLUE RIVER AT SALEM, IN",19,"05",-86.0944222,38.60533536,1242,NA
"477","03340800","BIG RACCOON CREEK NEAR FINCASTLE, IN",139,"05",-86.9538988,39.8125446,1238,9741
"478","03346000","NORTH FORK EMBARRAS RIVER NEAR OBLONG, IL",318,"05",-87.9455882,39.01004218,1241,9750
"479","03351072","WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN",16.3,"05",-86.1722114,39.926984,1938,10106
"480","03357330","BIG WALNUT CREEK NEAR ROACHDALE, IN",131,"05",-86.75334,39.8161567,1271,10105
"481","03361650","SUGAR CREEK AT NEW PALESTINE, IN",93.9,"05",-85.8855359,39.71421068,1939,10103
"482","03364500","CLIFTY CREEK AT HARTSVILLE, IN",91.4,"05",-85.7016469,39.2747732,1269,10102
"483","03366500","MUSCATATUCK RIVER NEAR DEPUTY, IN",293,"05",-85.673855,38.80422346,1268,10101
"484","03368000","BRUSH CREEK NEAR NEBRASKA, IN",11.4,"05",-85.4860766,39.07033129,1267,NA
"485","03373508","BEAVER CREEK NEAR SHOALS, IN",62.1,"05",-86.7449971,38.67310707,NA,10099
"486","03384450","LUSK CREEK NEAR EDDYVILLE, IL",42.9,"05",-88.5476944,37.4725833,1246,NA
"487","03403910","CLEAR FORK AT SAXTON, KY",331,"05",-84.1115969,36.63397105,1237,9740
"488","03408500","NEW RIVER AT NEW RIVER, TN",382,"05",-84.5547174,36.3855167,NA,NA
"489","03409500","CLEAR FORK NEAR ROBBINS, TN",272,"05",-84.6301881,36.38828757,NA,NA
"490","03410210","SOUTH FK CUMBERLAND RIVER AT LEATHERWOOD FORD, TN",806,"05",-84.6693676,36.47738108,1252,9855
